settlment_type,oblast,rajon_1941,settlment_name,lat,lon,descr,size,color
село,Вінницька,Бершадський,Крушинівка,48.4857604,29.583892300000002,"В свинарнику був табір, де утримувалося 350
євреїв, 275 з них загинуло",350,275
селище,Дніпропетровська,Широківський,Широке,47.693307,33.2682605,Уприміщенні колишньої колгоспної конюшні утримували 340 євреїв,340,-9999
село,Ворошиловоградська,Станично-Луганський,"Стара Кондрашівка, Станично-Луганської с/р ",48.6415618,39.498666,Утримували 313 осіб,313,-9999
село,Вінницька,Брацлавський ,Чуків,48.8932835,28.8851744,"Утримувалося 300 євреїв, 31 з них загинули.",300,31
місто,Ізмаїльська,Ренійський,Рені,45.457057,28.2888529,"Утримувалося понад 300 чоловіків, усі знищені",300,300
село,Дніпропетровська,Софіївський,Ново-Вітебськ,47.97459,33.8924,277 осіб будували дорогу Дніпропетровськ-Кривий Ріг. У травні 1942 року усіх в'язнів розстріляли. ,277,277
село,Вінницька,Бершадський,Осіївка,48.331433600000004,29.733598800000003,"У свинарниках колгоспу ім.Комінтерна утримувалось 210 осіб, з них загинуло168 осіб",210,168
місто,Ворошиловоградська,Кадіївська м/р,Кадіївка,48.560407,38.6487184,"У приміщенні міськкому партії утримували 200 в'язнів, усі були знищені",200,200
місто,Київська,,Київ,50.4501,30.5234,У єврейському таборі на вулиці Інституській утримували 150 осіб. ,150,-9999
місто,Ізмаїльська,Кілійський,Вилкове,45.4002994,29.596173600000004,"В серпні-вересні 1941-го у таборі
утримували102 чоловіка.",102,-9999
місто,Ворошиловоградська,,Ворошиловськ,48.4713393,38.8134406,83 в'язні тюрми гестапо спалені живцем,83,83
селище,Вінницька,Комсомольський ,Комсомольське,45.7747185,34.394878799999994,"В єврейській школі (7-річці) був трудовий табір для
євреїв, де утримувалося близько 80 осіб, майже усі вони були знищені",80,80
село,Вінницька,Немирівський ,Рогізна,48.56444329999999,26.880126899999997,"З 31 в'язня знищено 13 осіб, у тому числі трьох дітей",31,13
місто,Вінницька,,Вінниця,49.233083,28.468216899999998,"В'язні будували колії, працювали на Організацію Тодта (нім. Organisation Todt, OT) — парамілітарну, військово-будівельну організацію нацистської Німеччини",-9999,-9999
місто,Вінницька,,Вінниця,49.233083,28.468216899999998,"Розташування -  міськторг, швейна фабрика, цукровий завод",-9999,-9999
місто,Вінницька,Барський,"
Бар",49.077396,27.679470000000002,,-9999,-9999
село,Вінницька,Барський,Балки,47.3845072,34.932108899999996,,-9999,-9999
село,Вінницька,Барський,Козарівка,49.06292070000001,27.498991200000003,,-9999,-9999
село,Вінницька,Барський,Кузьминці,48.956998399999996,27.681778700000002,,-9999,-9999
село,Вінницька,Барський,Примощаниця,48.903274700000004,27.6631071,,-9999,-9999
село,Вінницька,Барський,Ялтушків,48.99228170000001,27.503323699999996,,-9999,-9999
село,Вінницька,Бершадський,Баланівка,48.3977066,29.3917653,,-9999,-9999
село,Вінницька,Бершадський,Поташна (Поташне),48.3148729,29.6089658,,-9999,-9999
село,Вінницька,Бершадський,Сумівка,48.4846531,29.490626199999998,"Утримувалися євреї з Чернівців, загинуло 250 осіб",-9999,250
село,Вінницька,Бершадський,Устя,50.623588,26.2398469,,-9999,-9999
смт.,Вінницька,Брацлавський ,Брацлав,48.8162706,28.9461989,"Німецький табір у приміщенні МТС (Машинно-тракторна станція) та у приміщенні школи, у 1941 в цих таборах загинули євреї. ",-9999,-9999
село,Вінницька,Брацлавський ,Бугаків,48.9023967,28.932089299999998,,-9999,-9999
місто,Вінницька,Гайсинський ,Гайсин,48.8139473,29.381203499999998,,-9999,-9999
місто,Вінницька,Джулинський ,Джулинка,48.438537700000005,29.750909999999998,,-9999,-9999
село,Вінницька,Джуринський ,Деребчин,48.7576942,28.3345831,,-9999,-9999
село,Вінницька,Джуринський ,Джурин,48.682630700000004,28.2892113,,-9999,-9999
село,Вінницька,Джуринський ,Політанки,48.640441100000004,28.130862100000005,,-9999,-9999
село,Вінницька,Жмеринський ,"Василівка, Новоселицької с/р",49.5533555,33.3175418,,-9999,-9999
село,Вінницька,Жмеринський ,Демидівка,50.4283765,25.336191,,-9999,-9999
село,Вінницька,Жмеринський ,Козачівка,49.08818,28.17962,,-9999,-9999
село,Вінницька,Жмеринський ,Сербинівці,49.0905611,27.923397899999998,,-9999,-9999
місто,Вінницька,Іллінецький ,Іллінці,49.10400070000001,29.209273800000002,,-9999,-9999
місто,Вінницька,Калинівський ,Іванів,49.485875799999995,28.3417585,,-9999,-9999
смт.,Вінницька,Калинівський ,Калинівка,49.448552,28.522656199999997,,-9999,-9999
місто,Вінницька,Козятинський ,Козятин,49.7149346,28.8363647,,-9999,-9999
,Вінницька,Комсомольський ,Фридрів (Тернівка),49.799774400000004,28.440764399999996,,-9999,-9999
місто,Вінницька,Копайгородський ,Копайгород,48.854094,27.799666700000003,Знищено 2808 осіб,-9999,2808
село,Вінницька,Копайгородський ,Вінож,48.697733500000005,27.7009506,Знищено 802  особи,-9999,802
село,Вінницька,Копайгородський ,Горай,48.759741,27.821317999999998,,-9999,-9999
село,Вінницька,Копайгородський ,Громівка,46.3143816,34.094087200000004,,-9999,-9999
село,Вінницька,Копайгородський ,Копай,48.886137,27.75445,,-9999,-9999
село,Вінницька,Копайгородський ,Лучинець,48.714325099999996,27.834976899999997,,-9999,-9999
село,Вінницька,Копайгородський ,Немерче,48.674331,27.7230984,,-9999,-9999
село,Вінницька,Копайгородський ,Попівці,48.9061829,27.834886100000002,"Утримували тисячу осіб, вигнаних з
Бесарабії, Північної Буковини. Від катувань
загинуло 790 осіб",-9999,790
хутір,Вінницька,Копайгородський ,"Струсове,
Немерченської с/р ",48.6557742,27.768239899999998,,-9999,-9999
село,Вінницька,Копайгородський ,Супівка,48.8422843,27.641231599999998,,-9999,-9999
село,Вінницька,Копайгородський ,Хрінівка,49.0611422,29.3140837,,-9999,-9999
смт.,Вінницька,Копайгородський ,Крижопіль,48.384949299999995,28.867336699999996,,-9999,-9999
село,Вінницька,Копайгородський ,Вербка,51.2414213,24.714981100000003,,-9999,-9999
село,Вінницька,Копайгородський ,Вільшанка,48.2345557,30.887238899999996,Знищено 1200-1300 осіб,-9999,1300
село,Вінницька,Копайгородський ,Джугастра,48.3369141,28.640258000000003,,-9999,-9999
село,Вінницька,Копайгородський ,Жабокрич,48.385475799999995,29.004048200000003,"
Знищено 435 осіб, з них 61 дитина",-9999,435
село,Вінницька,Копайгородський ,Мястківка (Городківка),48.3720392,28.6856914,,-9999,-9999
смт.,Вінницька,Липовецький ,Липовець,49.2271228,29.049286600000002,,-9999,-9999
смт.,Вінницька,Літинський ,Літин,49.3230985,28.0823146,,-9999,-9999
село,Вінницька,Могилів-Подільська м/р,Бронниця,48.40325479999999,27.8900333,,-9999,-9999
село,Вінницька,Могилів-Подільська м/р,Вендичани,48.6184003,27.802302500000003,,-9999,-9999
село,Вінницька,Могилів-Подільська м/р,Конева,49.98263,36.2171477,,-9999,-9999
село,Вінницька,Могилів-Подільська м/р,Озаринці,48.5407686,27.8090961,,-9999,-9999
село,Вінницька,Могилів-Подільська м/р,"
Сказинці",48.5103159,27.899417800000002,,-9999,-9999
село,Вінницька,Могилів-Подільська м/р,Сліди,48.590822700000004,27.938443100000004,,-9999,-9999
село,Вінницька,Могилів-Подільська м/р,Тропове,48.6545307,27.9438205,,-9999,-9999
село,Вінницька,Могилів-Подільська м/р,Яруга,48.330326,28.043708000000002,,-9999,-9999
село,Вінницька,Мурованокуриловецький ,Муровані Курілівці,48.716731700000004,27.517861600000003,,-9999,-9999
село,Вінницька,Мурованокуриловецький ,Снітків,48.8112061,27.635273600000005,,-9999,-9999
смт.,Вінницька,Немирівський ,Немирів,48.9749521,28.8474081,,-9999,-9999
село,Вінницька,Ободівський ,Верхівка,48.453283,29.1528593,,-9999,-9999
село,Вінницька,Ободівський ,Каташин,48.320723,29.277233399999997,,-9999,-9999
село,Вінницька,Ободівський ,Стара Цибулівка,48.3829399,29.0921489,,-9999,-9999
село,Вінницька,Ободівський ,Торканівка,48.322838399999995,29.152109499999998,,-9999,-9999
село,Вінницька,Ольгопільський ,Ольгопіль,48.1895542,29.493392,,-9999,-9999
село,Вінницька,Оратівський,Оратів,49.1940945,29.5309375,,-9999,-9999
село,Вінницька,Плисківський,Плисків,49.3648569,29.2761104,,-9999,-9999
місто,Вінницька,Погребищенський,Погребище,49.486306400000004,29.268579,,-9999,-9999
село,Вінницька,Погребищенський,Новий Фастів,50.063768200000005,29.9049684,,-9999,-9999
село,Вінницька,Самогордський,Самгородок,49.5281078,28.8430257,,-9999,-9999
хутір,Вінницька,Ситковецький,Буди,49.893274100000006,36.011984000000005,,-9999,-9999
село,Вінницька,Ситковецький,Райгород,48.882265000000004,29.079781,За різними даними знищено 106-2758 осіб,-9999,2758
село,Вінницька,Станіславчицький,Кацмазів,48.9010593,27.9376433,,-9999,-9999
село,Вінницька,Станіславчицький,Носківці,48.95280770000001,27.979542900000002,,-9999,-9999
село,Вінницька,Станіславчицький,Станіславчик,50.170471299999996,24.9099468,,-9999,-9999
село,Вінницька,Теплицький,Важне,48.6929338,29.6897977,,-9999,-9999
село,Вінницька,Теплицький,Соболівка,48.6224526,29.477329200000003,,-9999,-9999
село,Вінницька,Теплицький,Теплик,48.6633108,29.7507814,,-9999,-9999
село,Вінницька,Тиврівський,Ворошиловка,49.0419376,28.3348342,,-9999,-9999
село,Вінницька,Тиврівський,Красне,49.9197408,24.617908,,-9999,-9999
село,Вінницька,Тиврівський,Тиврів,49.013008299999996,28.5042197,,-9999,-9999
смт.,Вінницька,Томашпільський,Вапнярка,48.5334788,28.7416365,,-9999,-9999
село,Вінницька,Томашпільський,Горішківка,48.639182,28.6130809,,-9999,-9999
село,Вінницька,Томашпільський,Комаргород,48.533709,28.610441100000003,,-9999,-9999
смт.,Вінницька,Томашпільський,Томашпіль,48.550982899999994,28.5162853,,-9999,-9999
село,Вінницька,Тростянецький,Гордіївка,48.521186799999995,29.320935,,-9999,-9999
село,Вінницька,Тростянецький,Капустяни,48.5247577,29.0322353,,-9999,-9999
село,Вінницька,Тростянецький,Ладижин,48.6838051,29.247627500000004,,-9999,-9999
село,Вінницька,Тростянецький,Оляниця,48.6138079,29.2237526,,-9999,-9999
село,Вінницька,Тростянецький,Тростянець,50.481064200000006,34.96543629999999,,-9999,-9999
село,Вінницька,Тростянецький,Тростянчик,48.517819200000005,29.3721727,,-9999,-9999
село,Вінницька,Тростянецький,Четвертинівка,48.5910645,29.276091700000002,,-9999,-9999
місто,Вінницька,Тульчинський,Тульчин,48.6739771,28.8563795,,-9999,-9999
село,Вінницька,Тульчинський,Краснівка,47.777619200000004,30.4330066,,-9999,-9999
село,Вінницька,Тульчинський,Паланка,47.3364209,28.2035933,,-9999,-9999
село,Вінницька,Турбівський,Нова Прилука,49.3734042,28.6989477,,-9999,-9999
село,Вінницька,Уланівський,Уланів,49.6911273,28.130888199999998,,-9999,-9999
смт.,Вінницька,Хмільницький,Хмільник,49.5510263,27.938271399999998,,-9999,-9999
село,Вінницька,Чернівецький,Чернівці,48.2920787,25.9358367,,-9999,-9999
село,Вінницька,Чечельницький,Чечельник,48.21290689999999,29.3421635,,-9999,-9999
смт.,Вінницька,Шаргородський,Шаргород,48.7628865,28.0690462,,-9999,-9999
село,Вінницька,Шаргородський,Івашківці,48.80275379999999,27.2249231,,-9999,-9999
село,Вінницька,Шаргородський,Конатківці,48.7095078,27.9465217,,-9999,-9999
село,Вінницька,Шаргородський,Копистирин,48.8490475,28.1347859,,-9999,-9999
село,Вінницька,Шаргородський,Лозова,48.890236200000004,36.308001000000004,,-9999,-9999
село,Вінницька,Шаргородський,Пеньківка,48.901945399999995,28.2645525,,-9999,-9999
село,Вінницька,Шаргородський,Руданське,48.7797754,27.9430305,,-9999,-9999
село,Вінницька,Шаргородський,"
Соснівка,
Шостаківської с/р",50.2940634,24.2508161,,-9999,-9999
село,Вінницька,Шаргородський,Стара Мурафа,50.048044899999994,35.324867600000005,,-9999,-9999
хутір,Вінницька,Шаргородський,Таранове,48.152766,36.3150665,,-9999,-9999
село,Вінницька,Шпиківський,Шпиків,48.7867841,28.561647999999998,,-9999,-9999
село,Вінницька,Ямпільський,Дзигівка,48.3632729,28.3161738,,-9999,-9999
смт.,Вінницька,Ямпільський,Ямпіль,48.244121899999996,28.276521799999998,,-9999,-9999
місто,Вінницька,Яришівський,Яришів,48.5075062,27.635833899999998,,-9999,-9999
село,Вінницька,Яришівський,"
Ізрайлівка
(Грабарівка)",48.547583,27.741938,,-9999,-9999
село,Вінницька,Яришівський,Кукавка,48.6039081,27.702092800000003,,-9999,-9999
місто,Волинська,"
Берестечківський",Берестечко,50.3633974,25.1107867,"3 тис. євреїв були розстріляні у другій половині
1943 у садибі МТС (Машинно-тракторна станція) ""Ренчина""",-9999,3000
місто,Волинська,"
Горохівський","
Горохів",50.4965033,24.7629614,"12 вересня 1941 року розстріляли 380 осіб, 6 вересня 1942 року - 3800 осіб",-9999,4180
місто,Волинська,"
Камінь-Каширський ","Камінь-Каширський 
(до 1944 - м. Камінь-Каширськ)",51.628811799999994,24.9688475,"У таборі неподалік цвинтаря утримували євреїв, українців та циган. Відомо про два масових розстріли, під час яких вбито 2 тисячі осіб.",-9999,2000
місто,Волинська,"
Ковельський",Ковель,51.209018,24.698025100000002,"У місті існувало два гетто і табір примусової праці, у яких було розстріляно 35 тисяч осіб різних національностей.",-9999,35000
село,Волинська,"
Луцький",Суховоля,49.8290676,23.8380121,,-9999,-9999
смт.,Волинська,"
Олицький ",Олика,50.7113724,25.8291867,Там було розстріляно близько 4500 євреїв,-9999,4500
мсто,Ворошиловоградська,,Ворошиловград,48.574040999999994,39.307815000000005,Була розташована на вул.Шевченка,-9999,-9999
місто,Ворошиловоградська,,Рубіжне,49.0161213,38.3751403,"В тюрмі, що була розташована у приміщенні поліцейської управи, знищено понад 600 осіб",-9999,600
місто,Ворошиловоградська,"
Краснодонський",Краснодон,48.30009570000001,39.7430006,"Була розташована у
приміщенні поліцейської управи",-9999,-9999
місто,Ворошиловоградська,"
Краснолуцький",Красний Луч,48.140637100000006,38.9367364,"В шахтах №17-17біс утримували цивільних осіб. Серед в'язнів були комуністи, комсомольці, євреї, їх зганяли сюди з усієї області. Загалом тут було розстріляно понад 15 тисяч осіб.  Пізніше у стовбурі шахти №151 «Богдан» Краснолуцького району знайшли більше 1500 трупів, майже всі вони були в'язнями табору шахти №17-
17 біс. Концтабір підпорядковувався СД.",-9999,15000
місто,Ворошиловоградська,"
Краснолуцький",Красний Луч,48.140637100000006,38.9367364,"Чоловічий табір для цивільного населення був розташований у приміщенні колишнього палацу
культури, на вулиці Коняївській, 2. 
Є відомості, що палац культури було спалено німцями під час відступу у вересні 1943. Праця в'язнів використовувалася на будівництві захисних укріплень у с.Христофорівка, Боково-Платове та на передній лінії фронту.
Концтабір для жінок був розташований у школі ім.Горького,  праця в'язнів використовувалася на будівництві захисних рубежів та на інших роботах. Обидва табори підпорядковувались СД",-9999,-9999
місто,Ворошиловоградська,"
Краснолуцький",Красний Луч,48.140637100000006,38.9367364,Тюрма для цивільного населення,-9999,-9999
село,Ворошиловоградська,Новопсковський,с.Ново-Псков,49.534136600000004,39.120419500000004,,-9999,-9999
село,Ворошиловоградська,Новопсковський,с.Піски,50.5985911,31.3812985,,-9999,-9999
село,Ворошиловоградська,Понаснянський ,"
с.Нижнє",49.632757399999996,23.318906899999998,,-9999,-9999
село,Ворошиловоградська,"
Словяносербський","
с. Слов'яносербськ",48.6977477,38.9766469,,-9999,-9999
село,Ворошиловоградська,Станично-Луганський,Станично-Луганське,48.679845799999995,39.4672507,,-9999,-9999
місто,Ворошиловоградська,Старобільський,Старобільськ,49.2736853,38.925548299999996,"Була розташована на території колишньої районної лікарні на
вул.Кірова",-9999,-9999
місто,Ворошиловоградська,Старобільський,Старобільськ,49.2736853,38.925548299999996,"Табір був розташований у приміщенні монастиря, на вул.Кірова.",-9999,-9999
місто,Дніпропетровська,,Дніпропетровськ,48.464717,35.046183,У таборі для цивільних громадян на вулиці Лагерній загинуло сотні в'язнів,-9999,-9999
місто,Дніпропетровська,,Дніпропетровськ,48.464717,35.046183,,-9999,-9999
місто,Дніпропетровська,,Кривий Ріг,47.910483,33.391783000000004,"Табір був розташований за адресою: вул.Леніна, буд. №48",-9999,-9999
місто,Дніпропетровська,,Марганець,47.648923700000005,34.610519700000005,,-9999,-9999
місто,Дніпропетровська,,Нікополь,47.56746,34.394815,,-9999,-9999
,Дніпропетровська,,Павлоград,48.52944779999999,35.903257399999994,Табір був розташований на території артилерійського полігону,-9999,-9999
місто,Дніпропетровська,"
Верхньодніпровський","
Верхньодніпровськ",48.648213500000004,34.336890999999994,,-9999,-9999
село,Дніпропетровська,Криничанський,Степанівка,49.1301639,28.762009399999997,,-9999,-9999
село,Дніпропетровська,Нікопольський,Чкалове,46.4819816,34.1832417,"Тюрма була розташована у колишньому дитячомубудинку, серед в'язнів були євреї, військовополонені, місцеві жителі. У серпні 1941 року там розстріляли понад 1 тисячу євреїв та комуністів з села Лапинки Чкаловського району.",-9999,1000
село,Дніпропетровська,"
Петриківський",Петриківка,48.729494200000005,34.63240379999999,Концтабір для цивільного населення,-9999,-9999
село,Дніпропетровська,"
Петриківський",Червонопартизанське,48.7200304,34.6600267,Концтабір для цивільного населення,-9999,-9999
місто,Дніпропетровська,Синельниківський,Синельникове,48.32290379999999,35.521396,"Табір був розташований у  приміщенні лікарні
залізничників",-9999,-9999
місто,Дрогобицька,,Борислав,49.2912473,23.4271856,"У таборі утримували близько 1500 осіб. У гетто, створеному у 1942 році, знищено 13 тисяч осіб. Третього грудня 1942 року вбито 2-3 тисячі чоловіків та 400-500 жінок. Чоловічий табір з липня 1942 року до липня 1944-го був переведений до концтабору Краків-Плащов, в'язні працювали на підприємствах «Karpathen-Öl AG»;«Beskiden AG». Гетто існувало з вересня 1941 року до червня 1944 року.",-9999,13000
місто,Дрогобицька,,Дрогобич,49.358011600000005,23.5123193,З тюрми увязнених вивозили на розстріл в різні місця області,-9999,-9999
село,Дрогобицька,Бориславська м/р,Східниця,49.2251043,23.3483512,"В'язні працвали на «Karpathen Öl AG»
",-9999,-9999
село,Дрогобицька,Дрогобицький,Трускавець,49.276030299999995,23.5105576,В'язні працювали на «Karpathen Öl AG».,-9999,-9999
смт.,Дрогобицька,"
Жидачівський",Жидачів,49.3853385,24.1421826,,-9999,-9999
місто,Дрогобицька,"
Миколаївський",Миколаїв,46.975033,31.994582899999997,,-9999,-9999
місто,Дрогобицька,"
Мостиський",Мостиська,49.802672799999996,23.146924300000002,,-9999,-9999
село,Дрогобицька,Мостиський,Баличі,49.765984,23.0326484,,-9999,-9999
місто,Дрогобицька,"
Симбірський",Самбір,49.520714700000006,23.2065501,"На правому березі річки Млинівка в таборі знищено 1500 осіб, 550 вивезено до концтабору Майданек. В кінці 1941 року створено гетто, куди звозили людей з Симбірського та інших районів. Там розстріляно 7 тисяч осіб, з них з лютого до квітня 1943 року - 1700 осіб, яких розстріляли в лісі біля села Радловичі Симбірського району. ",-9999,7000
місто,Дрогобицька,"
Сколівський",Сколе,49.040177899999996,23.5129163,,-9999,-9999
місто,Дрогобицька,"
Старосамбірський ",Старий Самбір,49.443994,23.003750600000004,,-9999,-9999
місто,Дрогобицька,"
Стрийський",Стрий,49.2656076,23.8431343,"Табір для чоловіків існував з липня 1942 до липня 1944, для жінок - з вересня 1941 до липня 1943. В'язні працювали на скляній фабриці Шмідта, «Karpathen Öl AG»",-9999,-9999
